Data/BL/bl20_11.rcp | 17 | 0.15359102 | 175 | 128 | 112 | [0, 0, 0, 0, 0, 0, 4, 4, 0, 2, 3, 11, 12, 8, 7, 0, 0, 9, 6, 13, 9, 17] | 0 | 0 | 900 | 
Data/BL/bl20_19.rcp | 14 | 0.17094626 | 60 | 60 | 29 | [0, 0, 0, 2, 0, 4, 0, 5, 0, 4, 9, 10, 4, 0, 6, 11, 8, 8, 12, 12, 11, 14] | 0 | 0 | 900 | 
Data/BL/bl20_17.rcp | 15 | 0.29719627 | 94 | 82 | 82 | [0, 0, 0, 0, 0, 0, 3, 5, 6, 10, 0, 10, 11, 2, 7, 0, 12, 6, 7, 13, 12, 15] | 0 | 0 | 900 | 
Data/BL/bl20_15.rcp | 13 | 0.43837467 | 189 | 133 | 144 | [0, 0, 1, 0, 4, 0, 1, 4, 7, 2, 4, 3, 5, 8, 5, 9, 11, 10, 8, 1, 9, 13] | 0 | 0 | 900 | 
Data/BL/bl20_6.rcp | 16 | 0.61975217 | 269 | 174 | 166 | [0, 0, 0, 0, 4, 7, 2, 0, 4, 5, 7, 5, 0, 9, 12, 9, 0, 12, 9, 15, 10, 16] | 0 | 0 | 900 | 
Data/BL/bl25_4.rcp | 22 | 0.6596079 | 205 | 179 | 227 | [0, 0, 0, 4, 8, 2, 5, 10, 4, 13, 7, 8, 7, 9, 9, 14, 12, 16, 15, 11, 16, 16, 20, 16, 19, 19, 22] | 0 | 0 | 900 | 
Data/BL/bl20_10.rcp | 16 | 0.95205694 | 1288 | 673 | 1386 | [0, 0, 0, 0, 5, 4, 13, 14, 7, 8, 4, 10, 0, 10, 14, 11, 8, 5, 7, 1, 13, 18] | 0 | 0 | 900 | 
Data/BL/bl25_19.rcp | 23 | 0.8077345 | 334 | 213 | 390 | [0, 0, 0, 6, 0, 18, 4, 4, 4, 7, 7, 8, 11, 14, 9, 10, 14, 12, 20, 20, 11, 15, 11, 16, 21, 18, 23] | 0 | 0 | 900 | 
Data/BL/bl20_8.rcp | 20 | 1.110944 | 976 | 516 | 1017 | [0, 0, 0, 3, 5, 3, 8, 7, 0, 0, 9, 12, 5, 11, 11, 10, 5, 15, 17, 16, 16, 20] | 0 | 0 | 900 | 
Data/BL/bl25_17.rcp | 26 | 1.1762594 | 683 | 414 | 729 | [0, 0, 0, 6, 9, 0, 2, 3, 12, 6, 7, 13, 14, 12, 8, 1, 13, 21, 17, 3, 25, 17, 17, 17, 21, 21, 26] | 0 | 0 | 900 | 
Data/BL/bl25_13.rcp | 17 | 1.2749715 | 1356 | 735 | 993 | [0, 0, 0, 0, 0, 4, 0, 2, 5, 9, 9, 5, 5, 11, 1, 6, 10, 9, 14, 14, 10, 10, 14, 16, 11, 14, 17] | 0 | 0 | 900 | 
Data/BL/bl25_5.rcp | 28 | 1.5826217 | 1170 | 645 | 2026 | [0, 0, 0, 0, 2, 4, 5, 2, 9, 5, 8, 13, 13, 10, 14, 18, 11, 19, 12, 23, 23, 9, 23, 17, 19, 23, 28] | 0 | 0 | 900 | 
Data/BL/bl20_18.rcp | 18 | 1.7522439 | 2380 | 1235 | 2915 | [0, 0, 0, 1, 3, 7, 0, 14, 2, 5, 0, 3, 5, 8, 11, 12, 8, 7, 16, 17, 14, 18] | 0 | 0 | 900 | 
Data/BL/bl20_9.rcp | 14 | 2.1153896 | 1630 | 851 | 1726 | [0, 0, 0, 5, 7, 0, 11, 0, 3, 1, 0, 5, 10, 8, 2, 11, 12, 4, 9, 12, 10, 14] | 0 | 0 | 900 | 
Data/BL/bl25_10.rcp | 23 | 2.3253176 | 5318 | 2742 | 3121 | [0, 0, 0, 0, 0, 3, 5, 5, 3, 8, 3, 5, 5, 8, 18, 9, 10, 13, 13, 3, 22, 18, 14, 16, 10, 18, 23] | 0 | 0 | 900 | 
Data/BL/bl20_20.rcp | 15 | 3.2320197 | 12052 | 6063 | 13050 | [0, 1, 5, 0, 8, 9, 0, 1, 2, 2, 8, 6, 2, 12, 12, 9, 1, 4, 12, 11, 2, 15] | 0 | 0 | 900 | 
Data/BL/bl25_11.rcp | 24 | 3.2048874 | 7592 | 3855 | 8040 | [0, 2, 0, 2, 0, 2, 5, 5, 8, 10, 5, 8, 13, 15, 2, 17, 11, 17, 8, 11, 8, 19, 21, 21, 21, 16, 24] | 0 | 0 | 900 | 
Data/BL/bl20_13.rcp | 17 | 3.588212 | 3975 | 2021 | 8217 | [0, 0, 1, 6, 0, 0, 1, 5, 10, 10, 6, 13, 6, 15, 9, 10, 10, 12, 15, 1, 13, 17] | 0 | 0 | 900 | 
Data/BL/bl20_4.rcp | 18 | 4.183492 | 8488 | 4278 | 10902 | [0, 0, 14, 0, 15, 5, 9, 0, 4, 11, 0, 8, 9, 9, 5, 10, 0, 9, 14, 11, 16, 18] | 0 | 0 | 900 | 
Data/BL/bl25_3.rcp | 23 | 4.3826494 | 6115 | 3145 | 12781 | [0, 0, 9, 0, 2, 7, 3, 0, 4, 14, 17, 4, 9, 10, 11, 9, 14, 15, 18, 14, 18, 20, 15, 22, 13, 19, 23] | 0 | 0 | 900 | 
Data/BL/bl20_1.rcp | 16 | 5.210105 | 17929 | 9017 | 16418 | [0, 0, 0, 4, 10, 0, 2, 12, 4, 7, 12, 10, 0, 11, 4, 6, 14, 1, 7, 7, 12, 16] | 0 | 0 | 900 | 
Data/BL/bl20_14.rcp | 18 | 5.339126 | 13180 | 6638 | 19715 | [0, 0, 0, 0, 2, 3, 3, 8, 6, 2, 10, 10, 9, 13, 13, 4, 8, 8, 4, 15, 17, 18] | 0 | 0 | 900 | 
Data/BL/bl25_9.rcp | 27 | 5.609401 | 12559 | 6340 | 30456 | [0, 0, 1, 5, 8, 1, 11, 0, 0, 5, 10, 0, 6, 4, 11, 14, 9, 16, 14, 18, 8, 18, 21, 23, 23, 23, 27] | 0 | 0 | 900 | 
Data/BL/bl25_1.rcp | 27 | 6.465288 | 19563 | 9828 | 27707 | [0, 0, 0, 5, 0, 5, 7, 2, 9, 6, 9, 12, 16, 9, 13, 13, 20, 17, 16, 9, 18, 22, 12, 22, 22, 13, 27] | 0 | 0 | 900 | 
Data/BL/bl20_12.rcp | 18 | 7.7004976 | 54192 | 27137 | 85166 | [0, 0, 0, 0, 5, 16, 2, 1, 11, 12, 10, 0, 7, 13, 3, 14, 6, 6, 13, 9, 7, 18] | 0 | 0 | 900 | 
Data/BL/bl20_2.rcp | 16 | 9.591245 | 97564 | 48829 | 71043 | [0, 0, 0, 4, 5, 0, 0, 7, 7, 8, 7, 10, 8, 13, 1, 5, 11, 2, 13, 11, 9, 16] | 0 | 0 | 900 | 
Data/BL/bl20_7.rcp | 19 | 10.114146 | 49607 | 24837 | 98569 | [0, 0, 7, 0, 12, 4, 9, 9, 1, 0, 14, 14, 5, 0, 0, 7, 14, 14, 5, 8, 6, 19] | 0 | 0 | 900 | 
Data/BL/bl25_16.rcp | 20 | 13.267946 | 72451 | 36283 | 119962 | [0, 0, 0, 3, 0, 0, 0, 1, 0, 4, 8, 9, 7, 7, 10, 1, 14, 5, 9, 10, 15, 15, 15, 12, 12, 17, 20] | 0 | 0 | 900 | 
Data/BL/bl25_15.rcp | 20 | 13.492104 | 52808 | 26473 | 114187 | [0, 0, 1, 0, 2, 1, 2, 4, 4, 3, 8, 11, 3, 5, 8, 6, 11, 14, 11, 0, 5, 14, 18, 13, 16, 17, 20] | 0 | 0 | 900 | 
Data/BL/bl20_3.rcp | 15 | 19.931787 | 152431 | 76277 | 246270 | [0, 0, 0, 10, 13, 1, 4, 10, 1, 7, 4, 8, 10, 4, 14, 2, 7, 0, 8, 12, 8, 15] | 0 | 0 | 900 | 
Data/BL/bl25_2.rcp | 29 | 26.02245 | 114541 | 57306 | 200237 | [0, 0, 0, 1, 3, 4, 4, 8, 6, 10, 10, 10, 10, 11, 16, 16, 15, 19, 17, 11, 15, 18, 23, 25, 23, 25, 29] | 0 | 0 | 900 | 
Data/BL/bl25_18.rcp | 23 | 28.408308 | 163515 | 81812 | 262924 | [0, 0, 0, 0, 4, 2, 6, 7, 5, 2, 7, 11, 4, 10, 11, 15, 18, 12, 17, 9, 12, 18, 18, 18, 15, 17, 23] | 0 | 0 | 900 | 
Data/BL/bl25_14.rcp | 30 | 44.198032 | 163708 | 81927 | 376088 | [0, 0, 0, 0, 3, 4, 3, 0, 16, 6, 16, 0, 11, 6, 21, 17, 20, 13, 24, 8, 25, 20, 11, 27, 25, 28, 30] | 0 | 0 | 900 | 
Data/BL/bl25_7.rcp | 26 | 55.492847 | 335728 | 167917 | 480787 | [0, 0, 0, 5, 5, 2, 7, 7, 8, 11, 18, 12, 18, 12, 16, 21, 6, 6, 12, 13, 16, 22, 25, 23, 16, 18, 26] | 0 | 0 | 900 | 
Data/BL/bl25_20.rcp | 28 | 57.677853 | 417736 | 208902 | 375932 | [0, 0, 0, 3, 2, 3, 6, 2, 7, 5, 8, 12, 13, 0, 13, 8, 11, 19, 18, 16, 22, 18, 27, 22, 24, 24, 28] | 0 | 0 | 900 | 
Data/BL/bl25_8.rcp | 24 | 130.61153 | 878172 | 439149 | 1670868 | [0, 2, 0, 0, 0, 0, 2, 1, 0, 15, 8, 3, 12, 7, 14, 14, 19, 7, 10, 17, 15, 22, 3, 22, 21, 19, 24] | 0 | 0 | 900 | 
Data/BL/bl20_16.rcp | 19 | 234.98364 | 4289414 | 2144759 | 1600883 | [0, 0, 0, 0, 4, 10, 4, 1, 6, 12, 15, 8, 12, 10, 14, 0, 15, 0, 18, 5, 12, 19] | 0 | 0 | 900 | 
Data/BL/bl20_5.rcp | 19 | 375.37988 | 3088637 | 1544353 | 5619574 | [0, 0, 0, 1, 2, 3, 0, 7, 10, 15, 4, 2, 6, 9, 12, 13, 9, 4, 17, 18, 15, 19] | 0 | 0 | 900 | 
Data/BL/bl25_12.rcp | 30 | 653.26056 | 4980144 | 2490143 | 3802858 | [0, 0, 0, 3, 2, 11, 6, 11, 5, 3, 27, 10, 21, 16, 14, 24, 19, 16, 24, 14, 19, 28, 23, 24, 25, 15, 30] | 0 | 0 | 900 | 
Data/BL/bl25_6.rcp | -1 | 900.0 | 1000000000 | 1000000000 | 5764345 | [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] | 0 | 0 | 900 | 
Data/BL/bl20_11.rcp | 17 | 0.0705964 | 15 | 15 | 5 | [0, 0, 0, 0, 1, 7, 4, 4, 0, 0, 3, 14, 9, 7, 15, 0, 0, 9, 4, 13, 9, 17] | 0 | 1 | 900 | 
Data/BL/bl20_10.rcp | 16 | 0.09831147 | 18 | 18 | 13 | [0, 11, 0, 0, 9, 3, 15, 14, 13, 0, 0, 2, 0, 5, 9, 11, 9, 4, 11, 4, 15, 20] | 0 | 1 | 900 | 
Data/BL/bl20_19.rcp | 14 | 0.07214243 | 20 | 17 | 7 | [0, 0, 0, 2, 0, 4, 0, 9, 0, 10, 5, 12, 4, 0, 4, 7, 8, 8, 13, 8, 13, 14] | 0 | 1 | 900 | 
Data/BL/bl20_4.rcp | 18 | 0.11999745 | 13 | 13 | 19 | [0, 0, 14, 0, 15, 5, 9, 4, 0, 11, 0, 12, 5, 9, 0, 9, 6, 4, 14, 11, 16, 18] | 0 | 1 | 900 | 
Data/BL/bl20_6.rcp | 16 | 0.09931715 | 15 | 15 | 10 | [0, 5, 0, 0, 15, 6, 0, 0, 0, 14, 7, 4, 1, 8, 11, 8, 0, 11, 8, 15, 9, 16] | 0 | 1 | 900 | 
Data/BL/bl25_10.rcp | 23 | 0.14997429 | 18 | 16 | 23 | [0, 0, 0, 0, 0, 10, 5, 3, 5, 6, 3, 10, 5, 12, 18, 6, 14, 11, 12, 3, 22, 18, 16, 18, 10, 20, 23] | 0 | 1 | 900 | 
Data/BL/bl20_1.rcp | 16 | 0.47848734 | 208 | 111 | 525 | [0, 0, 3, 4, 10, 5, 0, 12, 4, 5, 12, 8, 0, 10, 4, 15, 13, 0, 7, 7, 12, 16] | 0 | 1 | 900 | 
Data/BL/bl20_9.rcp | 14 | 0.2531209 | 88 | 52 | 49 | [0, 12, 0, 7, 10, 5, 13, 0, 9, 0, 0, 2, 12, 2, 2, 9, 0, 7, 5, 10, 12, 14] | 0 | 1 | 900 | 
